Anime Title,Date of Release,Score,Member,Producer,Genre,Number of Episodes,Sources,Format,Licensor,Format0,Genre0,Genre1,Genre2,Genre3,Genre4,Genre Count,Licensor0,Licensor1,Licensor2
Kouya no Shounen Isamu,"Apr 4, 1973, 19:00 (JST)",6.25,812,N/A,"Action,Adventure,Shounen",52 eps,-,"      TV -                        Apr 4, 1973, 19:00 (JST)              ",,      TV ,Action,Adventure,Shounen,,,3,,,
Micro Teukgongdae Diatron 5,"Jul 20, 1985",4.73,811,N/A,"Action,Space,Mecha,Sci-Fi",1 ep,-,"      Movie -                        Jul 20, 1985              ",,      Movie ,Action,Space,Mecha,Sci-Fi,,4,,,
Uchuu Majin Daikengou,"Jul 27, 1978",6.07,811,Studio Nue,"Action,Sci-Fi,Adventure,Space,Mecha",26 eps,Original,"      TV -                        Jul 27, 1978              ",,      TV ,Action,Sci-Fi,Adventure,Space,Mecha,5,,,
Norakuro Nitouhei: Kyouren no Maki,"Jun 14, 1933",5.02,811,N/A,"Action,Adventure",1 ep,Manga,"      Movie -                        Jun 14, 1933              ",,      Movie ,Action,Adventure,,,,2,,,
Tetsujin 28-gou: Hakuchuu no Zangetsu,"Mar 31, 2007",6.4,811,Palm Studio,"Action,Adventure,Mecha,Sci-Fi",1 ep,-,"      Movie -                        Mar 31, 2007              ","Discotek Media,",      Movie ,Action,Adventure,Mecha,Sci-Fi,,4,Discotek Media,,
Choujin Locke: Mirror Ring,"Dec 22, 2000",5.53,809,N/A,"Action,Sci-Fi,Super Power",1 ep,Manga,"      OVA -                        Dec 22, 2000              ",,      OVA ,Action,Sci-Fi,Super Power,,,3,,,
Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,"Nov 5, 1986",5.7,808,Sunrise,"Action,Sci-Fi,Adventure,Space,Drama,Mecha,Shounen",1 ep,-,"      OVA -                        Nov 5, 1986              ",,      OVA ,Action,Sci-Fi,Adventure,Space,Drama,7,,,
Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,"Jul 4, 1984",6.32,808,Toei Animation,"Action,Comedy,Sports,Shounen",1 ep,Manga,"      Special -                        Jul 4, 1984              ",,      Special ,Action,Comedy,Sports,Shounen,,4,,,
Ghost Messenger Movie,"May 22, 2014",5.93,805,Studio Animal,"Action,Supernatural",1 ep,-,"      Movie -                        May 22, 2014              ",,      Movie ,Action,Supernatural,,,,2,,,
Sakura Kakumei: Hanasaku Otome-tachi,"Sep 2, 2020",6.21,803,CloverWorks,"Action,Mecha",1 ep,Game,"      ONA -                        Sep 2, 2020              ",,      ONA ,Action,Mecha,,,,2,,,
UFO Senshi Dai Apolon,"Apr 6, 1976, 19:00 (JST)",6.02,803,Eiken,"Action,Sci-Fi,Mecha",26 eps,Original,"      TV -                        Apr 6, 1976, 19:00 (JST)              ",,      TV ,Action,Sci-Fi,Mecha,,,3,,,
Dokaben,"Oct 6, 1976, 19:00 (JST)",5.98,802,Nippon Animation,"Action,Sports,School,Shounen",163 eps,-,"      TV -                        Oct 6, 1976, 19:00 (JST)              ",,      TV ,Action,Sports,School,Shounen,,4,,,
Kinnikuman: Ooabare! Seigi Choujin,"Dec 22, 1984",6.14,801,Toei Animation,"Action,Comedy,Sports,Shounen",1 ep,-,"      Movie -                        Dec 22, 1984              ",,      Movie ,Action,Comedy,Sports,Shounen,,4,,,
The Five Killers,"??? ??, 2007",6.04,800,Gonzo,Action,1 ep,Original,"      ONA -                        ??? ??, 2007              ",,      ONA ,Action,,,,,1,,,
Nendo no Tatakai (2019),"May 22, 2019",3.76,799,N/A,"Action,Comedy",1 ep,Original,"      ONA -                        May 22, 2019              ",,      ONA ,Action,Comedy,,,,2,,,
Kamen Rider Den-O: Imagin Anime 2,"Nov 22, 2008",6.55,798,N/A,"Action,Adventure,Comedy,Kids,Super Power",12 eps,Other,"      OVA -                        Nov 22, 2008              ",,      OVA ,Action,Adventure,Comedy,Kids,Super Power,5,,,
Shishunki Bishoujo Gattai Robo Z-Mind,"Feb 25, 1999",5.92,798,Sunrise,"Action,Parody,Mecha",6 eps,-,"      OVA -                        Feb 25, 1999              ","Bandai Entertainment,Sentai Filmworks,",      OVA ,Action,Parody,Mecha,,,3,Bandai Entertainment,Sentai Filmworks,
Destiny Child,"May 1, 2018",5.68,797,Yumeta Company,"Action,Demons,Magic,Supernatural",1 ep,Game,"      ONA -                        May 1, 2018              ",,      ONA ,Action,Demons,Magic,Supernatural,,4,,,
Kikou Kai Galient OVA,"Jan 26, 1986",5.96,795,Sunrise,"Action,Sci-Fi,Fantasy,Mecha",3 eps,-,"      OVA -                        Jan 26, 1986              ",,      OVA ,Action,Sci-Fi,Fantasy,Mecha,,4,,,
Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,"??? ??, 1935",4.67,793,N/A,"Action,Historical,Samurai",1 ep,Original,"      Movie -                        ??? ??, 1935              ",,      Movie ,Action,Historical,Samurai,,,3,,,
Lightning Trap: Leina & Laika,"May 23, 1990",5.4,793,Ashi Production,"Action,Sci-Fi",1 ep,Original,"      OVA -                        May 23, 1990              ",,      OVA ,Action,Sci-Fi,,,,2,,,
Wild 7 Another Bouryaku Unga,"Apr 27, 2002, 11:00 (JST)",5.27,792,N/A,"Action,Adventure,Police,Shounen",13 eps,Manga,"      TV -                        Apr 27, 2002, 11:00 (JST)              ","Discotek Media,",      TV ,Action,Adventure,Police,Shounen,,4,Discotek Media,,
Xian Feng Jian Yu Lu,"Jul 11, 2020",6.31,790,Ruo Hong Culture,"Action,Supernatural,Fantasy",70 eps,Novel,"      ONA -                        Jul 11, 2020              ",,      ONA ,Action,Supernatural,Fantasy,,,3,,,
Cosmic Fantasy: Ginga Mehyou no Wana,"Aug 25, 1994",5.49,789,N/A,"Action,Sci-Fi,Space,Comedy,Romance,Fantasy",1 ep,Game,"      OVA -                        Aug 25, 1994              ",,      OVA ,Action,Sci-Fi,Space,Comedy,Romance,6,,,
Awake,"Aug 16, 1984",5.22,788,N/A,"Action,Mecha,Parody,Sci-Fi",2 eps,-,"      Special -                        Aug 16, 1984              ",,      Special ,Action,Mecha,Parody,Sci-Fi,,4,,,
Behind a Smile,"Jun 16, 2010",5.8,788,N/A,"Action,Demons,Music",1 ep,-,"      Music -                        Jun 16, 2010              ",,      Music ,Action,Demons,Music,,,3,,,
Captain Future: Kareinaru Taiyokei Race,"Dec 31, 1978",6.01,788,N/A,"Action,Adventure,Sci-Fi",1 ep,-,"      Special -                        Dec 31, 1978              ",,      Special ,Action,Adventure,Sci-Fi,,,3,,,
Norakuro Shoui: Nichiyoubi no Kaijiken,"??? ??, 1933",4.86,786,N/A,"Action,Military",1 ep,Manga,"      Movie -                        ??? ??, 1933              ",,      Movie ,Action,Military,,,,2,,,
Bouken Yuuki Pluster World,"Apr 3, 2003, 18:00 (JST)",6.17,782,Actas,"Action,Sci-Fi,Adventure,Shounen",52 eps,Original,"      TV -                        Apr 3, 2003, 18:00 (JST)              ",,      TV ,Action,Sci-Fi,Adventure,Shounen,,4,,,
Samurai Gun Special,"Jun 29, 2005",5.85,781,Studio Egg,"Action,Historical,Seinen",1 ep,Manga,"      Special -                        Jun 29, 2005              ","ADV Films,",      Special ,Action,Historical,Seinen,,,3,ADV Films,,
Uju Heukgisa,"Aug 2, 1979",4.51,779,N/A,"Action,Sci-Fi,Space",1 ep,-,"      Movie -                        Aug 2, 1979              ",,      Movie ,Action,Sci-Fi,Space,,,3,,,
Inazma Delivery,"Dec 9, 2016",6.3,771,Kanaban Graphics,"Action,Sci-Fi,Comedy",10 eps,Original,"      TV -                        Dec 9, 2016              ",,      TV ,Action,Sci-Fi,Comedy,,,3,,,
Rokushin Gattai GodMars: Juunana-sai no Densetsu,"Jun 5, 1988",5.95,769,N/A,"Action,Sci-Fi,Space,Mecha",1 ep,-,"      OVA -                        Jun 5, 1988              ",,      OVA ,Action,Sci-Fi,Space,Mecha,,4,,,
Blocker Gundan IV Machine Blaster,"Jul 5, 1976",5.94,766,Nippon Animation,"Action,Mecha,Sci-Fi",38 eps,-,"      TV -                        Jul 5, 1976              ",,      TV ,Action,Mecha,Sci-Fi,,,3,,,
Toushi Gordian,"Oct 7, 1979",6.28,765,Tatsunoko Production,"Action,Mecha,Sci-Fi",73 eps,Original,"      TV -                        Oct 7, 1979              ",,      TV ,Action,Mecha,Sci-Fi,,,3,,,
Zhen Hun Jie Recaps,"Jul 21, 2016",6.4,765,L²Studio,"Action,Supernatural",2 eps,Manga,"      ONA -                        Jul 21, 2016              ",,      ONA ,Action,Supernatural,,,,2,,,
Soukou Kihei Votoms Recaps,"Feb 21, 1986",6.12,760,Sunrise,"Action,Drama,Mecha,Military,Sci-Fi",4 eps,Original,"      OVA -                        Feb 21, 1986              ",,      OVA ,Action,Drama,Mecha,Military,Sci-Fi,5,,,
Time Bokan Series: Zenderman,"Feb 3, 1979, 18:30 (JST)",5.92,751,Tatsunoko Production,"Action,Sci-Fi,Adventure,Comedy,Super Power,Mecha",52 eps,-,"      TV -                        Feb 3, 1979, 18:30 (JST)              ",,      TV ,Action,Sci-Fi,Adventure,Comedy,Super Power,6,,,
Long Dao Qi Yuan,"Jan 6, 2005",5.64,748,N/A,"Action,Fantasy",1 ep,Original,"      Movie -                        Jan 6, 2005              ",,      Movie ,Action,Fantasy,,,,2,,,
Giant Robo,"Jul 27, 2007",5.9,744,N/A,"Action,Mecha",1 ep,Manga,"      Special -                        Jul 27, 2007              ",,      Special ,Action,Mecha,,,,2,,,
Time Bokan 2000: Kaitou Kiramekiman,"Apr 5, 2000",5.94,739,Tatsunoko Production,"Action,Adventure,Comedy,Mecha,Sci-Fi",26 eps,-,"      TV -                        Apr 5, 2000              ",,      TV ,Action,Adventure,Comedy,Mecha,Sci-Fi,5,,,
Juusenki L-Gaim II: Farewell My Lovely + Pentagona Dolls,"Jan 10, 1987",5.78,738,Sunrise,"Action,Sci-Fi,Adventure,Space,Drama,Mecha,Shounen",1 ep,-,"      OVA -                        Jan 10, 1987              ",,      OVA ,Action,Sci-Fi,Adventure,Space,Drama,7,,,
Haou Daikei Ryuu Knight: Adeu Legend II,"Dec 18, 1995",6.04,736,Sunrise,"Action,Adventure,Fantasy,Mecha",3 eps,-,"      OVA -                        Dec 18, 1995              ",,      OVA ,Action,Adventure,Fantasy,Mecha,,4,,,
Bada-ui Jeonseol Jangbogo,"??? ??, 2002",6.06,734,N/A,"Action,Adventure,Mystery,Comedy",26 eps,-,"      TV -                        ??? ??, 2002              ",,      TV ,Action,Adventure,Mystery,Comedy,,4,,,
Tetsuwan Atom: Ao Kishi no Kan,"Jul 20, 1999",6.0,734,N/A,"Action,Mecha,Sci-Fi",1 ep,-,"      Movie -                        Jul 20, 1999              ",,      Movie ,Action,Mecha,Sci-Fi,,,3,,,
Xue Ying Ling Zhu 2nd Season,"Dec 31, 2020",7.29,730,Mili Pictures,"Action,Adventure,Fantasy,Historical,Martial Arts,Romance",22 eps,Novel,"      ONA -                        Dec 31, 2020              ",,      ONA ,Action,Adventure,Fantasy,Historical,Martial Arts,6,,,
Paul no Miracle Daisakusen,"Oct 3, 1976, 18:00 (JST)",6.45,729,Tatsunoko Production,"Action,Adventure,Kids",50 eps,Original,"      TV -                        Oct 3, 1976, 18:00 (JST)              ",,      TV ,Action,Adventure,Kids,,,3,,,
Nogsaegjeoncha Hamos,"Dec 12, 1997",6.2,722,N/A,"Action,Adventure,Fantasy,Shounen",26 eps,Manga,"      TV -                        Dec 12, 1997              ",,      TV ,Action,Adventure,Fantasy,Shounen,,4,,,
Dallos Special,"May 8, 1985",5.47,721,Studio Pierrot,"Action,Mecha,Sci-Fi",1 ep,Original,"      Movie -                        May 8, 1985              ",,      Movie ,Action,Mecha,Sci-Fi,,,3,,,
Hinomaru Tarou: Musha Shugyou no Maki,"??? ??, 1936",4.85,712,N/A,"Action,Samurai",1 ep,Original,"      Movie -                        ??? ??, 1936              ",,      Movie ,Action,Samurai,,,,2,,,
Kyouryuu Tankentai Born Free,"Oct 1, 1976",5.85,711,Sunrise,"Action,Sci-Fi",25 eps,-,"      TV -                        Oct 1, 1976              ",,      TV ,Action,Sci-Fi,,,,2,,,
Kogane no Hana,"Mar 12, 1929",4.84,709,N/A,"Action,Adventure,Fantasy,Historical",1 ep,Original,"      Movie -                        Mar 12, 1929              ",,      Movie ,Action,Adventure,Fantasy,Historical,,4,,,
Qin Shi Ming Yue: Kong Shan Niao Yu,"May 9, 2014",6.56,708,Sparkly Key Animation Studio,"Action,Historical,Martial Arts,Fantasy",3 eps,Novel,"      ONA -                        May 9, 2014              ",,      ONA ,Action,Historical,Martial Arts,Fantasy,,4,,,
Grendizer Giga,"Apr 12, 2015",5.54,707,N/A,"Action,Mecha",1 ep,Manga,"      ONA -                        Apr 12, 2015              ",,      ONA ,Action,Mecha,,,,2,,,
Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,"Dec 9, 2016",5.91,707,N/A,"Action,Fantasy",1 ep,Game,"      ONA -                        Dec 9, 2016              ",,      ONA ,Action,Fantasy,,,,2,,,
Chouon Senshi Borgman 2: Shin Seiki 2058,"Oct 1, 1993",5.71,703,Production Reed,"Action,Demons,Sci-Fi,Shounen",3 eps,-,"      OVA -                        Oct 1, 1993              ",,      OVA ,Action,Demons,Sci-Fi,Shounen,,4,,,
Machine Hayabusa,"Apr 2, 1976, 19:00 (JST)",6.15,700,Toei Animation,"Action,Cars,Sports,Shounen",21 eps,Original,"      TV -                        Apr 2, 1976, 19:00 (JST)              ",,      TV ,Action,Cars,Sports,Shounen,,4,,,
Seigi wo Aisuru Mono Gekkou Kamen,"Jan 10, 1972",6.62,699,N/A,"Action,Mystery",39 eps,-,"      TV -                        Jan 10, 1972              ",,      TV ,Action,Mystery,,,,2,,,
"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""","Jun 21, 1985",6.39,697,Sunrise,"Action,Military,Sci-Fi,Drama,Mecha",1 ep,Original,"      OVA -                        Jun 21, 1985              ","Maiden Japan,",      OVA ,Action,Military,Sci-Fi,Drama,Mecha,5,Maiden Japan,,
Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus,"Nov 16, 2005",5.53,696,N/A,"Action,Fantasy,Shounen",1 ep,Game,"      OVA -                        Nov 16, 2005              ",,      OVA ,Action,Fantasy,Shounen,,,3,,,
Shinkai no Kantai: Submarine 707,"Jan 10, 1997",5.64,688,J.C.Staff,"Action,Adventure,Military,Sci-Fi",1 ep,Manga,"      OVA -                        Jan 10, 1997              ",,      OVA ,Action,Adventure,Military,Sci-Fi,,4,,,
"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori","May 5, 1987",6.06,678,Gallop,"Action,Historical",1 ep,Novel,"      Special -                        May 5, 1987              ",,      Special ,Action,Historical,,,,2,,,
Kinnikuman: Seigi Choujin vs. Kodai Choujin,"Mar 16, 1985",6.1,675,Toei Animation,"Action,Comedy,Sports,Shounen",1 ep,Manga,"      Movie -                        Mar 16, 1985              ",,      Movie ,Action,Comedy,Sports,Shounen,,4,,,
Kamen Rider Den-O: Imagin Anime 3,"Oct 21, 2010",6.35,674,N/A,"Action,Adventure,Comedy,Kids,Super Power",12 eps,-,"      OVA -                        Oct 21, 2010              ",,      OVA ,Action,Adventure,Comedy,Kids,Super Power,5,,,
Install Pilot,"Jul 18, 2011",5.78,671,Asahi Production,"Action,Sci-Fi,Shounen",1 ep,Original,"      Special -                        Jul 18, 2011              ",,      Special ,Action,Sci-Fi,Shounen,,,3,,,
Restol: Teugsu Gujo Dae,"Jan 29, 1999",6.2,671,N/A,"Action,Adventure,Police,Mecha",26 eps,-,"      TV -                        Jan 29, 1999              ",,      TV ,Action,Adventure,Police,Mecha,,4,,,
Stratos 4 OVA: Stratos 4.1 - Dutch Roll,"May 28, 2004",5.86,668,Studio Fantasia,"Action,Parody,Military,Sci-Fi",1 ep,-,"      Special -                        May 28, 2004              ","Bandai Entertainment,",      Special ,Action,Parody,Military,Sci-Fi,,4,Bandai Entertainment,,
Danball Senki Wars: All Star Battle,"Feb 27, 2014",6.34,667,OLM,"Action,Kids,Mecha,School",1 ep,Original,"      Special -                        Feb 27, 2014              ",,      Special ,Action,Kids,Mecha,School,,4,,,
Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,"Jul 13, 1985",6.14,665,Toei Animation,"Action,Comedy,Sports,Shounen",1 ep,Manga,"      Movie -                        Jul 13, 1985              ",,      Movie ,Action,Comedy,Sports,Shounen,,4,,,
Kai Feng Qitan: Zhege Baogong Bu Taixing,"May 19, 2017",6.19,660,Studio LAN,"Action,Comedy,Historical",10 eps,Manga,"      ONA -                        May 19, 2017              ",,      ONA ,Action,Comedy,Historical,,,3,,,
Buddy Spirits,"Sep 3, 2013",5.3,656,N/A,"Action,Mecha",1 ep,Manga,"      ONA -                        Sep 3, 2013              ",,      ONA ,Action,Mecha,,,,2,,,
Rokushin Gattai GodMars (1982),"Dec 18, 1982",5.97,655,N/A,"Action,Mecha,Sci-Fi,Space",1 ep,-,"      Movie -                        Dec 18, 1982              ","Discotek Media,",      Movie ,Action,Mecha,Sci-Fi,Space,,4,Discotek Media,,
Saikyou Robot Daiouja,"Jan 31, 1981",6.17,654,Sunrise,"Action,Sci-Fi,Mecha,Shounen",50 eps,Original,"      TV -                        Jan 31, 1981              ",,      TV ,Action,Sci-Fi,Mecha,Shounen,,4,,,
Doubutsu Mura no Daisodou,"??? ??, 1942",5.15,650,N/A,Action,1 ep,Original,"      Movie -                        ??? ??, 1942              ",,      Movie ,Action,,,,,1,,,
Mu Wang Zhi Wang: Qi Lin Jue,"Jul 21, 2016",6.63,646,BUILD DREAM,"Action,Historical,Martial Arts,Mystery,Romance",20 eps,Original,"      ONA -                        Jul 21, 2016              ",,      ONA ,Action,Historical,Martial Arts,Mystery,Romance,5,,,
Shouxi Yu Ling Shi,"Jun 20, 2020",6.6,644,Soyep,"Action,Fantasy",40 eps,Original,"      ONA -                        Jun 20, 2020              ",,      ONA ,Action,Fantasy,,,,2,,,
The Gakuen Choujo-tai,"Jun 27, 1991",5.54,644,Magic Bus,"Action,Demons,Shoujo,Super Power",1 ep,Novel,"      OVA -                        Jun 27, 1991              ",,      OVA ,Action,Demons,Shoujo,Super Power,,4,,,
Promised Town,"Jun 16, 2016",5.3,641,N/A,"Action,Mecha,Sci-Fi",1 ep,Original,"      ONA -                        Jun 16, 2016              ",,      ONA ,Action,Mecha,Sci-Fi,,,3,,,
Master of Torque 2,"Mar 27, 2015",5.2,640,Shimogumi,"Action,Sci-Fi",1 ep,Original,"      ONA -                        Mar 27, 2015              ",,      ONA ,Action,Sci-Fi,,,,2,,,
Pepsi Nex x 009 Re:Cyborg,"??? ??, 2011",5.41,640,N/A,"Action,Comedy",3 eps,Manga,"      Movie -                        ??? ??, 2011              ",,      Movie ,Action,Comedy,,,,2,,,
Kinnikuman: New York Kiki Ippatsu!,"Mar 15, 1986",6.17,637,Toei Animation,"Action,Comedy,Sports,Shounen",1 ep,-,"      Movie -                        Mar 15, 1986              ",,      Movie ,Action,Comedy,Sports,Shounen,,4,,,
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,"Jul 1, 1992",5.83,637,animate Film,"Action,Demons,Supernatural,Fantasy",1 ep,Original,"      OVA -                        Jul 1, 1992              ",,      OVA ,Action,Demons,Supernatural,Fantasy,,4,,,
Nine,"May 4, 1983",6.09,636,N/A,"Action,School,Shounen,Sports",1 ep,Manga,"      Special -                        May 4, 1983              ",,      Special ,Action,School,Shounen,Sports,,4,,,
Ninkuu: Knife no Bohyou,"Oct ??, 1994",5.97,636,Studio Pierrot,"Action,Adventure,Comedy,Martial Arts,Shounen",1 ep,Manga,"      Special -                        Oct ??, 1994              ",,      Special ,Action,Adventure,Comedy,Martial Arts,Shounen,5,,,
Ai Sky Tree 21,"Aug 30, 2012",4.52,635,N/A,Action,1 ep,Original,"      ONA -                        Aug 30, 2012              ",,      ONA ,Action,,,,,1,,,
Kamen no Ninja Akakage,"Oct 13, 1987",6.26,633,Toei Animation,"Action,Fantasy",23 eps,-,"      TV -                        Oct 13, 1987              ",,      TV ,Action,Fantasy,,,,2,,,
Ys IV: The Dawn of Ys,"??? ??, 1993",5.79,633,N/A,"Action,Adventure,Fantasy,Game",1 ep,Game,"      Special -                        ??? ??, 1993              ",,      Special ,Action,Adventure,Fantasy,Game,,4,,,
"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""","Jul 20, 1985",6.18,631,Sunrise,"Action,Military,Sci-Fi,Drama,Mecha",1 ep,Original,"      OVA -                        Jul 20, 1985              ","Maiden Japan,",      OVA ,Action,Military,Sci-Fi,Drama,Mecha,5,Maiden Japan,,
