Anime Title,Date of Release,Score,Member,Producer,Genre,Number of Episodes,Sources,Format,Licensor,Format0,Genre0,Genre1,Genre2,Genre3,Genre4,Genre Count,Licensor0,Licensor1,Licensor2
Taimadou Gakuen 35 Shiken Shoutai,"Oct 8, 2015, 01:05 (JST)",6.88,250979,SILVER LINK.,"Action,Ecchi,Fantasy,Harem,Military,Romance,Supernatural",12 eps,Light novel,"      TV -                        Oct 8, 2015, 01:05 (JST)              ","Discotek Media,",      TV ,Action,Ecchi,Fantasy,Harem,Military,7,Discotek Media,,
Musaigen no Phantom World,"Jan 7, 2016, 00:00 (JST)",6.88,414351,Kyoto Animation,"Action,Comedy,Fantasy,Slice of Life,Supernatural",13 eps,Light novel,"      TV -                        Jan 7, 2016, 00:00 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Comedy,Fantasy,Slice of Life,Supernatural,5,Crunchyroll,Funimation,
Freezing,"Jan 8, 2011, 09:30 (JST)",6.88,278054,A.C.G.T.,"Action,Sci-Fi,Harem,Drama,Romance,Ecchi,Martial Arts,Seinen",12 eps,Manga,"      TV -                        Jan 8, 2011, 09:30 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Harem,Drama,Romance,8,Funimation,,
Gakusen Toshi Asterisk,"Oct 3, 2015, 20:30 (JST)",6.87,514093,A-1 Pictures,"Action,Comedy,Ecchi,Fantasy,Harem,Romance,School,Sci-Fi,Supernatural",12 eps,Light novel,"      TV -                        Oct 3, 2015, 20:30 (JST)              ","Aniplex of America,",      TV ,Action,Comedy,Ecchi,Fantasy,Harem,9,Aniplex of America,,
Seiken Tsukai no World Break,"Jan 12, 2015, 01:05 (JST)",6.87,247489,Diomedéa,"Action,Fantasy,Harem,Romance,School,Supernatural",12 eps,Light novel,"      TV -                        Jan 12, 2015, 01:05 (JST)              ","Funimation,",      TV ,Action,Fantasy,Harem,Romance,School,6,Funimation,,
Hagure Yuusha no Aesthetica,"Jul 6, 2012, 10:30 (JST)",6.86,336508,Arms,"Action,Super Power,Ecchi,Fantasy",12 eps,Light novel,"      TV -                        Jul 6, 2012, 10:30 (JST)              ","Funimation,",      TV ,Action,Super Power,Ecchi,Fantasy,,4,Funimation,,
Hidan no Aria,"Apr 15, 2011",6.86,321391,J.C.Staff,"Action,Comedy,Romance,School",12 eps,Light novel,"      TV -                        Apr 15, 2011              ","Funimation,",      TV ,Action,Comedy,Romance,School,,4,Funimation,,
Ichiban Ushiro no Daimaou,"Apr 3, 2010",6.85,419946,Artland,"Action,Harem,Comedy,Magic,Ecchi,Fantasy,School",12 eps,Light novel,"      TV -                        Apr 3, 2010              ","Sentai Filmworks,",      TV ,Action,Harem,Comedy,Magic,Ecchi,7,Sentai Filmworks,,
Black★Rock Shooter (TV),"Feb 3, 2012, 00:45 (JST)",6.84,308985,Ordet,"Action,Drama,School,Slice of Life",8 eps,Other,"      TV -                        Feb 3, 2012, 00:45 (JST)              ","Discotek Media,",      TV ,Action,Drama,School,Slice of Life,,4,Discotek Media,,
Seireitsukai no Blade Dance,"Jul 14, 2014, 20:30 (JST)",6.79,296107,TNK,"Action,Harem,Comedy,Supernatural,Romance,Ecchi,Fantasy,School",12 eps,Light novel,"      TV -                        Jul 14, 2014, 20:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Harem,Comedy,Supernatural,Romance,8,Sentai Filmworks,,
Code:Breaker,"Oct 7, 2012",6.78,269305,Kinema Citrus,"Action,Comedy,Super Power,Supernatural,School,Shounen",13 eps,Manga,"      TV -                        Oct 7, 2012              ","Funimation,",      TV ,Action,Comedy,Super Power,Supernatural,School,6,Funimation,,
Shinmai Maou no Testament,"Jan 8, 2015, 02:00 (JST)",6.77,509792,Production IMS,"Action,Ecchi,Fantasy,Romance,Harem,Demons",12 eps,Light novel,"      TV -                        Jan 8, 2015, 02:00 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Ecchi,Fantasy,Romance,Harem,6,Crunchyroll,Funimation,
Sword Art Online II,"Jul 5, 2014, 00:00 (JST)",6.75,1529071,A-1 Pictures,"Action,Game,Adventure,Romance,Fantasy",24 eps,Light novel,"      TV -                        Jul 5, 2014, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Game,Adventure,Romance,Fantasy,5,Aniplex of America,,
IS: Infinite Stratos,"Jan 7, 2011, 01:25 (JST)",6.71,527657,8bit,"Action,Sci-Fi,Harem,Comedy,Ecchi,Mecha",12 eps,Light novel,"      TV -                        Jan 7, 2011, 01:25 (JST)              ","Sentai Filmworks,",      TV ,Action,Sci-Fi,Harem,Comedy,Ecchi,6,Sentai Filmworks,,
Saijaku Muhai no Bahamut,"Jan 11, 2016, 22:30 (JST)",6.59,299100,Lerche,"Action,Harem,Supernatural,Romance,Ecchi,Fantasy,Mecha,School",12 eps,Light novel,"      TV -                        Jan 11, 2016, 22:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Harem,Supernatural,Romance,Ecchi,8,Sentai Filmworks,,
Sword Art Online: Extra Edition,"Dec 31, 2013",6.58,255383,A-1 Pictures,"Action,Adventure,Fantasy,Game,Romance",1 ep,Light novel,"      Special -                        Dec 31, 2013              ","Aniplex of America,",      Special ,Action,Adventure,Fantasy,Game,Romance,5,Aniplex of America,,
Arifureta Shokugyou de Sekai Saikyou,"Jul 8, 2019, 23:30 (JST)",6.57,400737,Asread,"Action,Adventure,Fantasy,Harem",13 eps,Light novel,"      TV -                        Jul 8, 2019, 23:30 (JST)              ","Funimation,",      TV ,Action,Adventure,Fantasy,Harem,,4,Funimation,,
Kenja no Mago,"Apr 10, 2019, 23:30 (JST)",6.55,368186,SILVER LINK.,"Action,Comedy,Magic,Romance,Fantasy",12 eps,Light novel,"      TV -                        Apr 10, 2019, 23:30 (JST)              ","Funimation,",      TV ,Action,Comedy,Magic,Romance,Fantasy,5,Funimation,,
Blood-C,"Jul 8, 2011",6.54,273117,Production I.G,"Action,Mystery,Horror,Supernatural,Vampire,School",12 eps,Manga,"      TV -                        Jul 8, 2011              ","Funimation,",      TV ,Action,Mystery,Horror,Supernatural,Vampire,6,Funimation,,
IS: Infinite Stratos 2,"Oct 4, 2013, 01:58 (JST)",6.52,320905,8bit,"Action,Sci-Fi,Harem,Comedy,Ecchi,Mecha",12 eps,Light novel,"      TV -                        Oct 4, 2013, 01:58 (JST)              ","Sentai Filmworks,",      TV ,Action,Sci-Fi,Harem,Comedy,Ecchi,6,Sentai Filmworks,,
Plunderer,"Jan 9, 2020, 01:05 (JST)",6.52,248987,GEEK TOYS,"Action,Ecchi,Fantasy,Shounen",24 eps,Manga,"      TV -                        Jan 9, 2020, 01:05 (JST)              ","Funimation,",      TV ,Action,Ecchi,Fantasy,Shounen,,4,Funimation,,
Absolute Duo,"Jan 4, 2015, 20:30 (JST)",6.49,446650,8bit,"Action,Harem,Supernatural,Romance,Ecchi,School",12 eps,Light novel,"      TV -                        Jan 4, 2015, 20:30 (JST)              ","Funimation,",      TV ,Action,Harem,Supernatural,Romance,Ecchi,6,Funimation,,
Dragon Ball GT,"Feb 7, 1996, 19:00 (JST)",6.46,500680,Toei Animation,"Action,Sci-Fi,Adventure,Comedy,Super Power,Magic,Fantasy,Shounen",64 eps,Manga,"      TV -                        Feb 7, 1996, 19:00 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Adventure,Comedy,Super Power,8,Funimation,,
Tokyo Ghoul:re,"Apr 3, 2018, 23:00 (JST)",6.46,790081,Pierrot Plus,"Action,Psychological,Supernatural,Mystery,Drama,Horror,Seinen",12 eps,Manga,"      TV -                        Apr 3, 2018, 23:00 (JST)              ","Funimation,",      TV ,Action,Psychological,Supernatural,Mystery,Drama,7,Funimation,,
Nanatsu no Taizai: Kamigami no Gekirin,"Oct 9, 2019, 17:55 (JST)",6.43,474732,Marvy Jack,"Action,Adventure,Supernatural,Magic,Fantasy,Shounen",24 eps,Manga,"      TV -                        Oct 9, 2019, 17:55 (JST)              ",,      TV ,Action,Adventure,Supernatural,Magic,Fantasy,6,,,
Kämpfer,"Oct 2, 2009",6.43,243343,Nomad,"Action,Comedy,Ecchi,Romance,School,Shoujo Ai,Super Power",12 eps,Light novel,"      TV -                        Oct 2, 2009              ","Sentai Filmworks,",      TV ,Action,Comedy,Ecchi,Romance,School,7,Sentai Filmworks,,
Seikon no Qwaser,"Jan 10, 2010, 03:28 (JST)",6.42,273209,Hoods Entertainment,"Action,Super Power,Supernatural,Ecchi,Seinen",24 eps,Manga,"      TV -                        Jan 10, 2010, 03:28 (JST)              ","Sentai Filmworks,",      TV ,Action,Super Power,Supernatural,Ecchi,Seinen,5,Sentai Filmworks,,
Tokyo Ghoul:re 2nd Season,"Oct 9, 2018, 23:00 (JST)",6.35,544006,Pierrot Plus,"Action,Drama,Horror,Mystery,Psychological,Seinen,Supernatural",12 eps,Manga,"      TV -                        Oct 9, 2018, 23:00 (JST)              ","Funimation,",      TV ,Action,Drama,Horror,Mystery,Psychological,7,Funimation,,
Hundred,"Apr 5, 2016, 02:05 (JST)",6.34,288284,Production IMS,"Action,Sci-Fi,Harem,Romance,Ecchi,Mecha,School",12 eps,Light novel,"      TV -                        Apr 5, 2016, 02:05 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Sci-Fi,Harem,Romance,Ecchi,7,Crunchyroll,Funimation,
Berserk,"Jul 1, 2016, 22:30 (JST)",6.34,270438,GEMBA,"Action,Adventure,Demons,Drama,Fantasy,Horror,Military,Romance,Seinen,Supernatural",12 eps,Manga,"      TV -                        Jul 1, 2016, 22:30 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Adventure,Demons,Drama,Fantasy,10,Crunchyroll,Funimation,
Boruto: Naruto Next Generations,"Apr 5, 2017, 17:30 (JST)",5.79,584841,Studio Pierrot,"Action,Adventure,Super Power,Martial Arts,Shounen",? eps,Manga,"      TV -                        Apr 5, 2017, 17:30 (JST)              ","VIZ Media,",      TV ,Action,Adventure,Super Power,Martial Arts,Shounen,5,VIZ Media,,
